label	text_a
0	播放过一次的视频不能再通过校园网播放第二次了
0	刷了好长时间咋就不显示进度啊请您帮忙看一下啊谢谢
0	太卡了，学了系统没有更新，说我们没有学
0	前面几节~索然寡味~
0	单元测试与随堂测验相同的题答案不同，单元测验答案填写课件上的显示错误，并且有的答案找不到
0	给分比较严格，而且网上有答案，给他人打分的时候明显发现正确率不正常，按照这个评分实属不公平！
0	平台操作失误多，视频卡成PPT，浪费时间。
0	我明明看完了你说我没看完？我会给你星？
0	课程教旧内容，还不如十年前的教材，失望透顶。
0	干，这开头的音乐是真的大声！还有为什么要说错误的用法，搞得跟真的一样
0	就是照着概念给读一遍，跟看书没什么区别！
0	垃圾后台统计，看完了不加课时
0	还可以就是有点快
0	课程测验时间太短
0	快了我跟不上节奏，可能我口语太差了
0	如果能够简单操作一点就好了
0	学习进度显示的不清楚
0	啧啧，觉得还行吧
0	难，难难，难难，难
0	王志和尚东老师讲的太棒啦！假如后面几位老师能从课件中跳出来，也许会更加让我们看到他们真正的魅力呢！
0	垃圾软件垃圾
0	不好，感受很差
0	没有任何感受
0	不行体验感不行
0	讲的特别好，但是还没有实践，不知道效果怎么样
0	作业有点多感觉，写的赶不上进度
0	非常失望，整天要做这些无用功。
0	花里胡哨的东西
0	学了后进度条不显示
0	课程内容旧得像古董，老师还自我陶醉，呵呵。
0	为什么我看完了不给我绿？
0	课程内容水到离谱，半颗星都嫌多，血亏
0	而非解放和可客人非常愤怒
0	在设置里设置好了，但仍然流量无法下载视频，只能下载，不知道什么问题。
0	理论过多·操作方法讲的较少听完学不到太多东西
0	可以学到很多不知道的东西
0	考试时间放长一点
0	好难啊，我是不是应该去一级？垃圾刷完了还缺学时垃圾早点倒闭
0	还可以，就是不会自动跳到下一个视频
0	老师这次什么时候开始啊
0	呵呵、哈哈、哼哼
0	故意压分别选
0	太卡了。学习以后还没有结果
0	声音太小啦！
0	太烂了，还不如线下
0	英语课就是灌输式，记不住还没什么用，唉
0	课程对于英语学习并无太大帮助
0	难，我都不知道自己学了这么多年英语，学了些什么
0	感觉有念的嫌疑
0	烂的很，课程更新从不提示，导致我错过了很多考试，真好
0	平台上英语课经常报错，讲课也不行，烦死啦
0	为什么考试会跳转到浏览器，而且看不到题目？
0	可能是我基础不好，听得很吃力
0	明明上了课显示我没上，气死我了
0	不懂为什么换课程
0	每次的视频时间太快
0	有时候学习了但是老是反应不过来
0	一般，不是很有用
0	讲课视频不完整，讨论区关闭，无法发表建议。
0	真的是真的不错
0	杂音为啥子这么多？
0	哇，真的太棒了！
0	学不到东西，讲解不够有吸引力，而且没什么内容
0	很不行，不行
0	期末成绩没有评分
0	收获？收获了学分，别的啥也没收获
0	一节课比较短
0	根本不存在任何的实际教学，老师的授课无非于就是读了一遍屏幕上的文字，接触三年，上过最失望的课
0	自己写的讨论也挨禁言，找老师解除禁言也不给个回复。
0	为什么课都学完了。下面也显示学了为什么还差三课呢？
0	作业互评这个步骤完全没必要啊，作业互评的质量也没有
0	课程内容教条式，记不住还导致考试扣分，辣鸡
0	完全不会呐嘛
0	差劲，差劲差劲
0	评分太复杂了
0	太差劲了，系统也不行，课老是刷不满。
0	刚刚听到天涯
0	这写作课讲得三言两语，没学到什么，感觉像被坑了
0	成绩出来了吗，看不到，也不知道过了没
0	课程没有声音呢
0	说实话，比较一般
0	微笑微笑微笑
0	证书多会发呀
0	觉得还是一头雾水。还没适应过来
0	希望移动端和电脑端可以同时登录学习
0	没给我算学分
0	字幕有点问题，部分字幕不准确
0	是垃圾没错吧
0	有些内容有一些冗余
0	、配音画蛇添足、配音音量过大喧宾夺主、掉书袋，照本宣科读、补益剂讲得最差。
0	真服了做不了一点
0	挺不错的课。
0	最好把初中、高中分开来讲。
0	和国家精品相差盛远
0	全英文的，对于我这样低文化程度的人来说，太困难了！
0	不好操作繁琐
0	虽然这些老师都是照着读，但是课件确实做得挺有条理。
0	过于冗长且测验题目中有很多拼写错误除此之外出的很多题目尤其单词填空没有意义
0	网课终究照着去教室上课差了点，希望疫情赶快结束吧，中国加油！
0	讲的很容易理解，但是课后题比较难，而且课后题没提供答案。这就导致了听懂了，但不会做题
0	泛泛而谈毫无价值
0	有种你再坑点，妈的手机答测试有的题目不给老子显示
0	一般没什么用
0	没有字幕，至少给个英文字幕吧
0	讲解很详细，都能听懂，就是要多加练习。
0	感觉一般、没有面授课效果好
0	看了进度一动不动
0	老师讲的死板，没有参与感，客服沟通态度不好，服务态度极差，同时学生问题没有得到解决，只是敷衍了事。
0	答案一样显示错误可还行
0	说的都是过去的
0	视频可以长一点
0	有点耽误了啊
0	测验题答案解析和答案不匹配不知道制作的什么东西
0	还好，感觉还不错
0	我明明都做完了，是自己做的，为啥显示我的课没看完
0	全程英文学习比较吃力
0	考试视频传不上去
0	依托答辩重点
0	看完视频做完题之后点还是不变绿
0	看完了，怎么才显示完成个课时
0	作业截止太早
0	学习了两次，成绩都合格了，为什么没有发布证书呢？
0	按照评分标准该做的都做了，共个单元，少做了一个单元的作业，但是结果差点都不及格，太失望了
0	谁知道什么时候开始了，无语，没有通知
0	这不是我想要的教学
0	繁杂、界面设计也不科学，一个月不到的时间完成九十多个课时，比专业课都累
0	只能说，建议下次开课提前通知期末考试时间，这种即开即过的考试真的挺恶心人的
0	从服饰细分那里内容有点多，我还没吃透。
0	垃圾玩意知道吗，全学完了还拿不到满课程是什么鬼
0	照着念就行是吧
0	一些内容上课没有提及，而且有些题目经过实际操作了，感觉答案也是可以的，令人惊讶。
0	自己要认真看视频，认真完成作业
0	为什么为什么我做了不更新
0	好东西，爱辽爱辽，老规矩分期付星
0	各种截止时间简直乱设，第一单元结束比第二三单元晚，作业和测验的截至时间还不一样
0	测试题做不了直跳转浏览器加载不出来题
0	就是照着课本读，一点讲解都没有，太生硬，学不懂！
0	一般有点繁琐
0	上完课课时总是跟不上是一个问题
0	那些说好的同学，你们都能听到声音嘛？
0	语法课讲得晦涩难懂，老师还讲得慢，太让人失望了
0	考试题目出现不了，答案明明是对的给了错的
0	口音好重，北方人听的好别扭
0	希望作业和测试方式可以再优化
0	高数虐我千万遍，我待高数仍初恋
0	多个空的填空题没法作答，
0	评价系统维护垃圾。
0	手机课堂测验弹出习题还显示不了
0	传热学后面的视频都听不清楚
0	简直不懂他的什么鬼的评分机制
0	我都看过一遍了哼
0	为什么没有补考？
0	很想找一个经络腧穴知识讲解多一点的，这个视频的重点不在经络腧穴学，而在双语，感觉就像在翻译课本，哎
0	还没有足够理解，难
0	请问老师，教务系统上面成绩登了吗
0	很不满意！把淮安文化放到苏中文化中是错的！淮安属于徐淮文化，应该放到苏北当中。
0	更加清楚自己错误了
0	考试时间截止，害得我没过
0	评分系统真的太那个了
0	这作业很不人道！
0	挺好的，要腾出时间静下心学
0	不仔细不好讲的非常不好
0	学到了很多知识，作业有点难啊。老师讲的太快了，如果有具体的操作就好了。
0	怎么绑定学校班级
0	感觉一般般。
0	一般学校强制就很不好
0	老师讲话太消沉了
0	延长测试时间
0	由于互评作业在零点，导致我错过了很多次没有提交…
0	还行吧，题挺好的
0	讨论内容不够集中
0	系统有时候会有
0	视频都听不见声儿
0	不好用，有时候不会自动播放，很麻烦
